text,label,gru_pred,cnn_pred,bert_pred
@chrissinicole 85 degress!? that's all! SUPER hot in Miami .... hot enough to fry eggs 'n stuff. rediculous. Almost hurricane season too ,0,0,1,0
i heart rvfd! ,1,0,1,0
"rented a 2 room studio in a Sutton Place doorman building, with outdoor patio to Alexandra today ",1,1,1,0
@GottaLaff  on twitter; march is like a million years ago ,1,1,1,1
"@stevehofstetter Wait, you're in town again?  We need to better plan this, Steve.    It's been too long since I've seen you perform.",1,0,1,0
Yuck.. Monday morning.  Getting ready for work. ,0,0,0,0
@stfncrlsn wish it was Icon ,0,0,0,1
"@Broken_Vibes Aww thanks, it was quite sad,  got my last film studies lesson on Wednesday as well. ",0,0,0,0
@elliothaughin very much looking forward to seeing this in action. I was all for this to go ahead! Let me know if you need anything ,1,1,1,1
Doing my assignment and feeling progressive so far. Hoping for it to be the best one yet ,1,1,0,0
Ugh RUDE!..  ,0,0,0,1
at railway mall's coffee bean with fawn &amp; val ,1,1,1,1
 awake...finally..random dream...i was a penguin but i lived in jersey and i oddly lived in a icecream store lolz ,1,1,0,0
oh.and my tuition homework ,0,1,1,0
"*stands up at my desk* my name is GOODY and I'm following u cuz, I decided I wanted more Dallas folks and me thunk u amusing. ",1,1,1,0
"I hate Symbolic Logic! This crap makes me wanna quit school!  Screw Modus Ponens, Modus Tollens, &amp; PROOFS cause I'm goin shoppin!",0,0,0,0
"@dgcarrie79 My favorite, too...in fact, one of my very fave songs of all time.  They've been closing with it, but not here.  ",0,1,1,0
About to turn this game off. It was a nice run Lebron! ,0,1,1,1
"@causeperfect mine won't charge and won't boot up anymore. Tried 2 power supplies so far, both broken within a month ",0,0,0,0
Phrases you don't often hear -  &quot;dreadful mistake by Shane Williams&quot;  ,0,1,0,0
out f0r j0gging  and it's raining  but we d0n'T care  we're s0 great ,1,1,1,0
I  need a product that keeps my hair curly   Not frizzy woolly mammoth mess ,0,1,1,0
Just drank a good bottle of wine and watched my favorite movie. A good night ,1,1,1,1
"@bertgoethals Cool, I used to live 5 houses to the left of that place  Always something going on :p",1,0,0,1
"I enjoy late night conversations, no matter how awkward they can be at first ",1,1,1,1
is it just me or does Safari 4 seem slower than the beta that I had? ,0,0,0,1
I think its break time... i am soo not feeling well yet again ,0,0,0,1
@CraigTeich I'm going to automate you delivering me some donuts everyday. ,1,0,0,0
The remote app on my iPhone for iTunes is soooooooo cool &amp; useful &amp; free. ,1,1,1,0
@tommcfly  Manchester are the best fans!!!  and we have the best city and the best venue!!!!! ,1,1,1,1
"just bought heaps of dvds , but now i have no money ",0,1,1,1
"@tigga_love I love poetry, swing it my way. ",1,1,1,1
"@alltimeASIAN Me too, I think Slumdog should win; or Batman  Idk why Step Brothers isn't a nominee... best.fucking.movie.",1,1,1,1
Finished my art project. It turned out pretty bad ,0,0,0,0
@TeeDotReese nooo  it was too far from where I was gonna be! Blah! I'm on this melon-tooth now lol.,0,0,0,0
Slept for a little now up at 4 am with a stomach ache  Awesome.,0,1,1,0
@theteam990 I missed it!!! ,0,0,0,0
@brittanydehler ily&lt;3 I miss you already!  see you thursday?,0,0,0,0
It's Sunday. ,0,1,1,1
@kissmysass_x0 ooo there's a reply button  yaaay i have indeed! now what? lol,1,0,0,0
Just go grounded until finals because I am not home now.   Is it really worth it?  I think so,0,0,0,1
"with Tito, Zac, Megan and Dante! on the way to Fresno for pride ",1,1,1,1
if i could turn back in time ,0,0,0,1
I miss being a barista: coffee adds to creativity  http://bit.ly/gVqnr,1,0,0,0
Im awake...all alone ,0,0,0,0
 its really depressing that my baby sister never wants to spend time with me when im moving out in 3 months,0,0,0,0
Funny stories on twitter making 2nd AFD easier. Thanks all   And my money's on Carlton tonight.,1,1,1,1
@wizll I'm missin out ,0,1,1,0
You know your partys fucking over with because youre smoking joints and youre rolling splifs. &lt;3 i feel like tweeting my ass off today ,1,0,1,0
"@jen_juneau I did, until my parents got all f'd up and I started comfort-eating ",0,0,0,0
"i am home alone.. no kids, all by my lonesome self ",0,0,0,0
"@marcusfoster1 : I hope to see you in LA!!! And, a song that makes kississaknife sound like Mary Poppins?! I really want to hear that! ",1,0,0,1
Working at 3 am. Nothing is going right though  time for sleep then off to AT&amp;T in three hours.  http://yfrog.com/5kewuj,0,0,0,0
Good morning ppl ,1,1,1,1
why is revision so boring  i just want exams over with. but have 10 till my first exam with the next 2 the following two days its crap ,0,0,0,0
"@RobPattzNews It is sad that RPattz barely acknowledges the fans anymore, for fear of it getting out of hand. What's worse is he's right ",0,0,0,0
@famousraychel Not following me anymore??? ,0,0,0,0
"@rockinronnie sure did, Ron. Pics of the stunning couple coming up shortly   Hope you're well.",1,1,1,1
I still don't get why floor tickets haven't gone up for sale yet. ,0,0,0,0
@einsteinsboi you are very welcome! ,1,1,1,1
"@z0f ...more texture-y, soundtrack-y stuff, although like I say, it's still mostly song oriented. Thanks loads just for listening! ",1,1,1,1
@blacksocialite i'm sooo mad at you ,0,0,0,0
@Garythetwit Hello there? Why did you unfollow me? What did i ever do to you? ,0,1,1,0
@astridbaptist love is love. It is what you make of it. We already have love just not the kind we want. ,1,1,1,1
Scoop: poor little Dawne Wilson.  The 36 yr old sistah was arrested for stalking ya boy #TYLER PERRY! The chick was outside his studios ,0,1,0,0
"@achillesmama Yum yum!  Have a great day, Bonnie.  Just tweeting off. Hope to tweet with you tomorrow ",1,1,1,0
"@david_bosman oh que oui, on en redemande ",1,0,0,1
@monsieurlam : what are you fucking doinf on those kind of boards ,1,0,1,0
@michaella62003 Awhhhh.... Mommy said not today ,0,1,1,0
Shozu doesn't seem to send pictures to my Twitter stream ,0,0,0,0
"- ... wide awake, but dont actually wanna go to school :S  xxx",0,0,0,1
My bil &amp; sil had to put one of their dobermans down last night.  Her stomach 'turned'.  Never heard of that.  She was 10.  Very sad.  ,0,0,0,0
Recoping from my softball injury...line drive to the shin! It's going to be one UGLY bruise!! It was fun though! ,1,0,0,0
"up, taking care of kids, back hurts  gotta work 1-9 tonight. sucky!",0,0,0,0
"@fanfare_ponent BTW -- are you coming to San Diego for this, or just Stephe R &amp; Stephen V? ",1,1,1,1
Daughter just left to travel back to Lake Norman. It is always so sad to see her leave. ,0,0,0,0
Sunday morning at 8:15AM. Family blurry eyed after wedding last night in Loft 11 NYC. At Newark airport. Raining - may not leave on time ,0,0,0,0
@Erock808 Planning on going in a little earlier than normal for a Saturday. Need to get more done before Vacation! ,1,0,0,0
@followpeterpan xmen Wednesday and I won't complain  obsessed was good though.,1,1,1,0
Home finally!!  I love my bed... it's so comfy! Only 6 more sleeps til I see my boy for the first time in 3 weeks!! Yay!,1,1,1,0
"@eMxyzptlk Awwwwwwww sorry,I'll put another pic up very soon.  Thankyou!!",1,1,1,0
chillin b4 work ,0,0,1,0
"Ok now I'm awake &amp; bored, wit no one 2 talk too ",0,0,0,0
"@SugarJones maybe they should put a border collie &amp; poodle together, they can be known as boodles ",1,1,1,0
mY OFFICE IS in Ambattur Estate  guys pls help,0,1,1,0
I have no problem with wedding receptions that bring in cute firemen ,1,1,1,0
@Essendon_FC What is going on???? We were going so well ,0,1,1,1
@chonrenee so I'm not coming to Dallas no mo for Beyonce  I'll be here. My calendar shifted like a mofo!plus the chicago date is my payday,0,0,0,0
Just ordered the components for my hackintosh - on par with a Mac Pro. Can't wait ,1,0,0,0
@loudavis I'm very jealous! Have a nice time at Lyme Park ,1,0,1,1
"@LauriM OH WAIT, I read that wrong. OK hellboy ",1,1,1,0
Going to sleep!  its 10 over her dang its early!,1,0,0,0
@NKAirplay i refreshed the player since it stopped working for me.. now im locked out since its full ,0,0,0,0
I can't remember twittering last?! Was I drunk and didn't realise? I wish I was partying in Londonnnn! ,0,0,0,0
Who heard about the 4 yr old who flushed her puppy down the toilet in order to give him a &quot;bath&quot;? That's sad ,0,0,0,0
@marc_lee thanks  Feeling old and wussy today. Oh well...,1,1,1,1
"At last, inside and seated in the awesomest seats, front center for Decemberists  I promise not to tweet more xoxo",1,1,1,0
had a blast with Elmo &amp; Thriller in the Studio 1 recital - Whole show rocked -evidence to follow   Congratulations Karissa!,1,1,1,1
I'm such a wimp ,0,1,0,1
there is nothing to watch on tv ,0,0,1,0
@YarinHochman thanks ,1,1,1,1
I love working on school projects all day when it's absolulety gorgeous out !! Nawt. Ughhh. I wanna go outsideee ,0,0,1,0
listening to music :] dosnt think ben should cut his hair &gt;.&gt; lonly  booo!!! sucks,0,0,0,0
Hello peeps! Just a quick reminder that Wed is ministry team meeting for the worship teams. Be there or be square! ,1,1,1,0
@born2shine4ever - hey brandon boo! How are things? Hope all is well ,1,0,0,1
@Dannymcfly glad everything went awesome ,1,1,1,1
"chargers, barca and now lakers!! whatta season ",1,0,1,1
I'm actually leaving my house early enough that the Limited buses still run. Ã¼ber proud of myself ,1,0,0,0
went to M&amp;D's en now im all sun burnt ,0,0,0,0
@addieking you are SO welcome ,1,1,1,1
@SarahMascara thanks now i want chicken and cheesecake (not togeather though) ,0,1,1,1
ITS AN BEAUTIFUL MORNING  THX G.O.D.,1,1,1,0
im burnt  i dont burn...,0,0,0,0
@TozaBoma I have no problem with that  @mandahoofs,1,0,0,0
"@Ratbeard The Tap still rock bloody hard, eh! I'm a bit sad they were unwigged and unplugged at the show a few weeks ago at Massey Hall ",0,0,0,0
"@snufsnuf So no more junk food for dinner tonight, right? ",1,1,1,1
Austrilia &amp; Japan in August......no it needed to be in 2010 so I could go ,0,0,1,0
@DazzleMeThis NO i haven't seen it yet  but now i have to see it.and omg that'd be wickedly funny to watch haha.,0,1,1,0
whats the footy show without matty johns..? ,0,0,1,1
can't find the guitar hero anywhere and dnw to play rockband ,0,0,0,1
@ashleeadams i watch lame movies by myself ,0,1,1,1
My mama dem got jokes! They talkin bout my hair! Its hurting my feelings ,0,0,0,0
i have exams tomorrow ,0,0,0,0
needs to find more people to follow on here ... i feel so alone ,0,0,0,0
Happy birthday Glen (my stepdad) ,1,1,1,1
@zombietown yeah. just send me a direct message with your email address and I'll send it to you. ,1,1,1,0
@andrevr @ajventer I'm sure I could find that tweet where he said it again...*evil grin* AJ should heed warnings ,1,1,0,0
Oh wait. There we are. Sunlight. ,1,1,1,0
So... lost all day today from racing ! ,0,0,0,1
@CLR407 a lil.  thanks. &lt;3,1,1,1,1
"ear is sore, and glass in my foot and dirmititis is ouchie! ",0,0,0,0
"@DonnieWahlberg Dooooooooonieeeeeeeeeeeee I want my Face Time, u have to come to Germany, noooooooooooooooooow!!! My city called Herford ",1,0,0,0
he said &quot;look what the cat dragged in.&quot; Cat?! I hate cats. Then he said I wasn't friendly and we left. ,0,0,0,0
@mmbaskett Welcome to twitter mom!!!  ,1,1,1,1
Did you get my DM?  @dbroos,1,1,1,1
Yes! Friday Nights! No reason to wake up early tomorrow ,1,1,1,1
I am so grateful for family who are willing to help us get Jocelyn to Yuma.  Thank you all.  ,1,1,1,1
jam sesh cancelled ,0,0,0,0
@sergio_mg03 idkkkk I haven't planned anything.. Work LOL ,0,0,0,0
@AgentIceCream Glad to hear things are getting better.  Very glad.    Good night and I'll see you around tomorrow!,1,1,1,1
My car is coming home today! ,1,0,1,0
i still can't find my ipod! its been 3 days! this never happens! ,0,0,0,0
"@frankenteen, @MsAmberRiley, @chriscolfer that's so great! congrats! will definitely vote for you, guys. ",1,1,1,1
"Watched 'Chocolate' in theatre today...ws thinking of other worse decisions, but clearly this was amongst the top!  imdb 2 be blamed too!!",0,1,0,1
"@hazellim yea, wish there is a formula somewhere u could snitch on. ",1,0,0,0
is having a great anniversary weekend ,1,1,1,1
Yay! No firewall  Looks very kewllllll! (and messy) @RopeMarks @RopeMarksmuse @kumimonster,1,1,1,0
@selenagomez i wish i could have called you in time! im a big fan ,1,0,0,1
"If anyone would be kind enough to donate some promo codes to qasimzia85@yahoo.com, You'lll get a shoutout and it'd be appreciated! Thanks ",1,1,1,1
I can't believe I thought I had a morning shift today and told Alex that I could take him to the airport.  His flight is during my shift! ,0,0,0,0
so windy here the robin's nest on our front porch in the fake forsythia wreath got blown down. 3eggs ruined ,0,0,0,0
"@jephjacques hah, poor fuck ",1,0,0,0
Just had a delicious lunch with Jilly billy and we'r about to watch &quot;the newlyweds&quot;... suppose to be hilarious show!! check it out ,1,1,1,0
"@minervamoon Would he know you had I actually gone and done that, or would I have looked even more ridiculous? ",1,0,0,0
i am peeling ridiculously bad from my sunburn in buffalo... its nasty ,0,0,0,0
@torehtard kay ,1,1,1,1
"I can't believe u keep doing this to me, what did I ever do to u besides give u everything? Noone can make me feel as good or as bad as u ",0,0,1,0
"My desktop, its my lawn in the back yard! I'm so lame I still use the default windows theme  http://bit.ly/OEeR3",0,0,0,0
@EDDIEKLIVE Hmm Mr. K I don't see any East Coast dates!  I may have to live vicariously through YOUTUBE &amp;TWITTER &amp; pretend I am there!;P,0,0,0,0
"@kingbee604- aweee , dont say that.. im sure they stilll rocked it ...  ",1,0,0,0
Click Click Click I'm so bored. I'm making random noises! ,1,1,1,0
@caitieparker I watched that.    There were a few times where I almost cried.  Some of that was really fucking sad.,0,0,0,0
Iï¿½m in Valencia (Spain) in my house...Iï¿½m boring.. ,0,0,0,0
"@scottsdaleaz 9 years, WOW! My family and I use to go every year, we loved it. She was hilarious, we need to start going again! ",1,0,1,0
"Photo: somethinglikeaphenomena: ur so pretty!  wow, i really like this picture  gorgeous. thankyou!  http://tumblr.com/xkx1z553t",1,1,1,0
@Jonasbrothers YAY!! here It's leess!!  the day of my Birthday it comes out!!  I'm so happy! lalala hhaaahah,1,1,1,0
is going to italy btw hamoodi khayyat when u coming bc !!  miss you guyzz tell every 1 i send hugs and kisses,0,0,0,1
"Feeling so sick today, might be a cold. What should I take?? ",0,0,0,0
Yay fir having finished all exams ,1,1,1,0
@heidi_holloway For your information: I haven't done anything productive ,1,0,0,0
@johnnnaa I know. I wish I could go! see little baby TC!!! hahaha.  but I can't! ,0,1,0,0
Is back to dissertation 2moro ,0,1,1,1
"@PrestonHymas The world's biggest music contest, all European countries competing against eachother every year, enormous party ",1,1,1,1
@AdorkableMellie I love that! What kind?? ,1,1,1,1
"@rockinrocket hi! this should get you followers - free, fast, easy: * http://digg.com/u13ota * check it out ",1,1,1,1
"Yay for free public transport, now to deploy this nationwide ",1,1,1,0
"@yagit haha, yeah, back then ganun din ako. at miriam lang alam ko noon. the grass is always greener... ",1,1,1,0
"HOT PINK NANNA LIPSTICK...bad art director, bad. Got to get on the phone and have a bit of a talking to someone. ",0,0,0,0
wants Polaroid film to be back!! ,0,0,0,1
